bit_length,semiprime,lattice_dimension,precision_parameter,smoothness_bound,sr_pairs,ground_truth_sr_pairs
30,555155561,10,4,100,5,5
30,580153297,10,4,100,1,1
30,686439001,10,4,100,10,12
30,916487797,10,4,100,2,3
30,637278409,10,4,100,2,2
30,840858919,10,4,100,3,4
30,654581999,10,4,100,6,8
30,855197779,10,4,100,3,4
30,554041133,10,4,100,4,4
30,538063381,10,4,100,10,10
30,854211151,10,4,100,2,8
30,605255587,10,4,100,2,3
30,856991039,10,4,100,6,6
30,639318703,10,4,100,0,0
30,665204867,10,4,100,18,19
30,660227609,10,4,100,3,4
30,637715417,10,4,100,17,18
30,670911973,10,4,100,10,10
30,779228497,10,4,100,0,0
30,740418121,10,4,100,2,3
30,813713317,10,4,100,9,10
30,763057487,10,4,100,7,7
30,723072403,10,4,100,5,7
30,837120223,10,4,100,8,13
30,648742181,10,4,100,7,7
30,608637829,10,4,100,8,8
30,1005820037,10,4,100,3,4
30,820502159,10,4,100,3,6
30,806421191,10,4,100,0,1
30,596466413,10,4,100,2,2
30,597666233,10,4,100,7,9
30,663338807,10,4,100,2,2
30,608628437,10,4,100,7,8
30,629854207,10,4,100,3,4
30,737935909,10,4,100,4,4
30,713961151,10,4,100,4,6
30,647261861,10,4,100,5,5
30,622126081,10,4,100,8,11
30,673008613,10,4,100,10,12
30,574184509,10,4,100,7,8
30,595794029,10,4,100,0,0
30,681863053,10,4,100,3,3
30,707929451,10,4,100,5,5
30,864971753,10,4,100,7,7
30,761449939,10,4,100,10,12
30,796530101,10,4,100,1,1
30,778303079,10,4,100,2,2
30,751319903,10,4,100,6,9
30,883072889,10,4,100,2,2
30,877520141,10,4,100,3,3
30,899101691,10,4,100,0,0
30,722596867,10,4,100,5,5
30,876380849,10,4,100,1,1
30,799171349,10,4,100,10,10
30,728820139,10,4,100,2,2
30,1006741553,10,4,100,1,1
30,729954941,10,4,100,12,12
30,619053049,10,4,100,3,4
30,1011557881,10,4,100,0,0
30,863033653,10,4,100,4,5
30,934704233,10,4,100,2,3
30,851464573,10,4,100,5,6
30,545777783,10,4,100,6,7
30,626203811,10,4,100,8,9
30,1034740877,10,4,100,10,11
30,889773289,10,4,100,7,8
30,742049267,10,4,100,1,1
30,669503531,10,4,100,4,4
30,593205989,10,4,100,11,13
30,776606351,10,4,100,1,1
30,611568101,10,4,100,13,14
30,584908853,10,4,100,4,5
30,749447437,10,4,100,2,2
30,641183573,10,4,100,1,1
30,632855087,10,4,100,0,0
30,775962689,10,4,100,3,4
30,682064161,10,4,100,1,1
30,722244713,10,4,100,6,7
30,558535843,10,4,100,7,7
30,861967187,10,4,100,9,12
30,797722447,10,4,100,6,7
30,775971751,10,4,100,3,3
30,907103623,10,4,100,0,0
30,691190387,10,4,100,5,5
30,777250871,10,4,100,9,10
30,894740467,10,4,100,1,2
30,558194437,10,4,100,4,5
30,948480569,10,4,100,3,6
30,616153067,10,4,100,7,7
30,661150507,10,4,100,8,9
30,847913303,10,4,100,11,14
30,899374559,10,4,100,1,3
30,648778489,10,4,100,4,5
30,663437641,10,4,100,18,19
30,569084203,10,4,100,2,2
30,583437781,10,4,100,9,11
30,701372813,10,4,100,6,7
30,939310003,10,4,100,2,2
30,649346167,10,4,100,0,1
30,577754651,10,4,100,2,2
30,654439783,10,4,100,3,3
30,845875721,10,4,100,5,7
30,631951261,10,4,100,8,9
30,566843227,10,4,100,3,6
30,570131087,10,4,100,5,5
30,644729741,10,4,100,7,7
30,667316281,10,4,100,5,5
30,554037619,10,4,100,4,5
30,727247771,10,4,100,5,6
30,855581719,10,4,100,2,2
30,695909659,10,4,100,12,14
30,788800399,10,4,100,3,3
30,734047547,10,4,100,7,10
30,760407961,10,4,100,2,2
30,745462439,10,4,100,2,3
30,792794143,10,4,100,1,2
30,871616687,10,4,100,2,2
30,630660857,10,4,100,4,4
30,682301479,10,4,100,13,15
30,695552279,10,4,100,3,4
30,671745419,10,4,100,4,5
30,681708061,10,4,100,4,5
30,698001167,10,4,100,2,2
30,936418897,10,4,100,2,2
30,583326461,10,4,100,3,3
30,564210169,10,4,100,1,1
30,724559551,10,4,100,9,11
30,628670629,10,4,100,11,12
30,665968669,10,4,100,7,7
30,651406111,10,4,100,2,3
30,601871411,10,4,100,4,4
30,597536977,10,4,100,7,8
30,810924421,10,4,100,5,7
30,793068961,10,4,100,8,10
30,798125879,10,4,100,5,9
30,772509653,10,4,100,4,4
30,659450959,10,4,100,0,0
30,609548761,10,4,100,2,3
30,683677201,10,4,100,0,1
30,892779233,10,4,100,8,8
30,659042767,10,4,100,0,1
30,990176857,10,4,100,1,2
30,616659413,10,4,100,3,4
30,669514217,10,4,100,13,15
30,912032879,10,4,100,1,1
30,904345397,10,4,100,2,2
30,761980319,10,4,100,0,0
30,577332047,10,4,100,4,5
30,657313859,10,4,100,0,1
30,707930053,10,4,100,10,12
30,626438273,10,4,100,1,1
30,810569917,10,4,100,3,5
30,601780831,10,4,100,3,3
30,697694119,10,4,100,3,3
30,537880621,10,4,100,14,17
30,689454719,10,4,100,8,9
30,564050831,10,4,100,9,11
30,583062737,10,4,100,1,4
30,592029313,10,4,100,2,2
30,588186491,10,4,100,4,5
30,661962073,10,4,100,7,8
30,834603893,10,4,100,0,0
30,676536391,10,4,100,7,7
30,580331333,10,4,100,24,28
30,588343813,10,4,100,4,4
30,678818809,10,4,100,4,4
30,831385421,10,4,100,3,3
30,1019948819,10,4,100,12,13
30,818564869,10,4,100,3,3
30,572393581,10,4,100,18,21
30,646077071,10,4,100,4,7
30,751271707,10,4,100,8,10
30,860641073,10,4,100,10,10
30,584464703,10,4,100,5,5
30,685910881,10,4,100,5,8
30,638697461,10,4,100,2,5
30,607072849,10,4,100,3,4
30,604094669,10,4,100,3,3
30,619588267,10,4,100,11,11
30,835389221,10,4,100,11,13
30,798523043,10,4,100,3,3
30,661934311,10,4,100,7,7
30,538249069,10,4,100,2,2
30,918591173,10,4,100,5,5
30,744164251,10,4,100,4,14
30,849748943,10,4,100,3,4
30,711182273,10,4,100,5,7
30,663498961,10,4,100,5,5
30,728063533,10,4,100,1,1
30,922141247,10,4,100,5,9
30,571882979,10,4,100,3,4
30,699181331,10,4,100,2,2
30,553834459,10,4,100,0,0
30,581699941,10,4,100,6,6
30,819232951,10,4,100,2,3
30,890758471,10,4,100,1,2
30,866961947,10,4,100,16,17
30,537212531,10,4,100,9,11
30,560924237,10,4,100,6,8
30,646778801,10,4,100,4,7
30,781795013,10,4,100,3,3
30,735060607,10,4,100,11,11
30,870953617,10,4,100,2,5
30,882699529,10,4,100,3,3
30,609783437,10,4,100,2,2
30,546554011,10,4,100,2,2
30,984666167,10,4,100,3,3
30,823994419,10,4,100,6,6
30,587725111,10,4,100,1,1
30,673169461,10,4,100,7,7
30,585613631,10,4,100,4,6
30,590610673,10,4,100,12,15
30,730062071,10,4,100,1,2
30,538507259,10,4,100,1,1
30,971149087,10,4,100,1,1
30,787308593,10,4,100,2,2
30,599572327,10,4,100,5,6
30,707047303,10,4,100,3,3
30,1001311709,10,4,100,3,3
30,605792503,10,4,100,5,5
30,544036561,10,4,100,5,5
30,659874121,10,4,100,9,11
30,637751111,10,4,100,1,1
30,575977541,10,4,100,0,0
30,575800873,10,4,100,2,3
30,629039867,10,4,100,3,5
30,701691829,10,4,100,7,7
30,844754059,10,4,100,4,5
30,594720271,10,4,100,3,3
30,934358059,10,4,100,2,2
30,811024223,10,4,100,6,8
30,539821697,10,4,100,3,3
30,624495551,10,4,100,0,0
30,541199579,10,4,100,1,1
30,611347619,10,4,100,0,0
30,638493337,10,4,100,0,1
30,986018177,10,4,100,6,9
30,654454937,10,4,100,6,6
30,623385097,10,4,100,1,1
30,862508329,10,4,100,2,2
30,545919991,10,4,100,4,4
30,566374399,10,4,100,2,5
30,674956679,10,4,100,4,4
30,628860523,10,4,100,4,5
30,833578931,10,4,100,5,5
30,547799627,10,4,100,3,4
30,589687391,10,4,100,4,4
30,663513031,10,4,100,14,14
30,827618651,10,4,100,3,3
30,654409829,10,4,100,6,7
30,721407413,10,4,100,1,1
30,883620953,10,4,100,0,0
30,741110177,10,4,100,8,11
30,717062707,10,4,100,4,4
30,562130747,10,4,100,6,7
30,541426939,10,4,100,2,5
30,842426927,10,4,100,4,5
30,786329779,10,4,100,2,2
30,550028879,10,4,100,4,4
30,861747973,10,4,100,6,8
30,582792167,10,4,100,12,13
30,910289839,10,4,100,5,5
30,661441349,10,4,100,3,5
30,591651433,10,4,100,3,5
30,727754647,10,4,100,10,10
30,969054973,10,4,100,8,11
30,902874823,10,4,100,2,3
30,832939493,10,4,100,6,6
30,655741291,10,4,100,3,5
30,586259951,10,4,100,15,17
30,577041131,10,4,100,14,14
30,553234243,10,4,100,8,8
30,758342029,10,4,100,9,9
30,650628269,10,4,100,8,9
30,844928743,10,4,100,0,0
30,604057943,10,4,100,6,6
30,700918633,10,4,100,16,18
30,1016354293,10,4,100,0,0
30,634220311,10,4,100,1,1
30,781584577,10,4,100,1,3
30,599132407,10,4,100,4,5
30,614936587,10,4,100,5,5
30,691102259,10,4,100,0,0
30,612583129,10,4,100,5,5
30,783203891,10,4,100,3,3
30,595800203,10,4,100,4,7
30,587189497,10,4,100,0,0
30,617580031,10,4,100,4,5
30,979550101,10,4,100,2,3
30,686187001,10,4,100,0,0
30,632703329,10,4,100,3,4
30,588104597,10,4,100,8,10
30,586481407,10,4,100,11,11
30,778053007,10,4,100,0,0
30,688306979,10,4,100,1,1
30,630312439,10,4,100,2,2
30,764531389,10,4,100,1,1
30,537909887,10,4,100,11,12
30,730441727,10,4,100,10,13
30,546500551,10,4,100,5,5
30,898576933,10,4,100,0,0
30,730303319,10,4,100,0,0
30,634067471,10,4,100,16,19
30,829668923,10,4,100,5,5
30,542362523,10,4,100,1,3
30,675445963,10,4,100,4,4
30,572627621,10,4,100,9,10
30,656491079,10,4,100,16,16
30,746996011,10,4,100,12,12
30,580544807,10,4,100,0,0
30,669685259,10,4,100,0,0
30,862305967,10,4,100,2,2
30,746236943,10,4,100,1,1
30,614610127,10,4,100,9,11
30,767800871,10,4,100,4,5
30,678023033,10,4,100,1,1
30,983951303,10,4,100,0,0
30,772638613,10,4,100,0,1
30,610206283,10,4,100,3,5
30,540670699,10,4,100,7,7
30,547732771,10,4,100,6,9
30,540072319,10,4,100,4,7
30,656097181,10,4,100,0,0
30,614228567,10,4,100,6,7
30,642039857,10,4,100,2,2
30,859439291,10,4,100,6,6
30,559240723,10,4,100,7,8
30,579102743,10,4,100,2,2
30,621585023,10,4,100,5,5
30,632628767,10,4,100,9,13
30,663234433,10,4,100,2,2
30,667414799,10,4,100,8,8
30,664035557,10,4,100,6,7
30,589098889,10,4,100,6,8
30,778325993,10,4,100,4,4
30,792794143,10,4,100,4,5
30,655330223,10,4,100,1,1
30,665722021,10,4,100,2,2
30,775592767,10,4,100,0,0
30,714577307,10,4,100,4,5
30,592573901,10,4,100,5,7
30,823928789,10,4,100,1,1
30,860276531,10,4,100,3,5
30,592677139,10,4,100,3,5
30,620018741,10,4,100,1,1
30,652317331,10,4,100,2,2
30,882424927,10,4,100,10,12
30,737733127,10,4,100,9,9
30,769115617,10,4,100,0,0
30,606974447,10,4,100,7,9
30,735043769,10,4,100,15,16
30,549497563,10,4,100,8,11
30,562332131,10,4,100,1,2
30,541236341,10,4,100,3,3
30,690515213,10,4,100,5,6
30,599809447,10,4,100,3,4
30,831098803,10,4,100,2,2
30,816154153,10,4,100,7,7
30,613743029,10,4,100,2,2
30,632479279,10,4,100,12,16
30,885701759,10,4,100,0,0
30,748101281,10,4,100,1,1
30,609315319,10,4,100,1,1
30,656049893,10,4,100,7,7
30,724553393,10,4,100,0,0
30,570406327,10,4,100,5,6
30,1039853651,10,4,100,3,3
30,975948097,10,4,100,8,10
30,837576703,10,4,100,4,5
30,571390217,10,4,100,9,10
30,849065089,10,4,100,1,1
30,671686501,10,4,100,1,1
30,805122119,10,4,100,6,6
30,720778061,10,4,100,7,12
30,620778449,10,4,100,1,1
30,807488897,10,4,100,2,3
30,736966283,10,4,100,6,6
30,791285291,10,4,100,3,3
30,589512353,10,4,100,3,5
30,776206727,10,4,100,0,0
30,626639977,10,4,100,0,0
30,770877763,10,4,100,19,20
30,720714343,10,4,100,17,18
30,680486857,10,4,100,5,5
30,673702187,10,4,100,3,3
30,595402931,10,4,100,3,3
30,725382041,10,4,100,9,13
30,657818971,10,4,100,7,8
30,596091649,10,4,100,14,15
30,698265641,10,4,100,0,0
30,624197657,10,4,100,4,5
30,542344513,10,4,100,1,2
30,689210051,10,4,100,4,5
30,796220239,10,4,100,1,1
30,768004759,10,4,100,2,2
30,880436737,10,4,100,5,6
30,894956659,10,4,100,1,4
30,846586187,10,4,100,9,15
30,924962347,10,4,100,2,3
30,803840033,10,4,100,2,2
30,799642171,10,4,100,19,20
30,914639387,10,4,100,4,4
30,856935731,10,4,100,0,1
30,573300191,10,4,100,2,3
30,625185019,10,4,100,9,9
30,627659173,10,4,100,8,9
30,594091079,10,4,100,6,20
30,575947381,10,4,100,3,3
30,642085553,10,4,100,27,28
30,543034321,10,4,100,0,0
30,612416821,10,4,100,1,1
30,685865699,10,4,100,10,11
30,893310503,10,4,100,4,5
30,588672493,10,4,100,4,4
30,574707691,10,4,100,9,15
30,630363091,10,4,100,1,2
30,978580507,10,4,100,9,11
30,618451679,10,4,100,4,5
30,541077841,10,4,100,6,6
30,820806787,10,4,100,5,5
30,681686309,10,4,100,12,12
30,681214129,10,4,100,8,8
30,1012893187,10,4,100,6,6
30,713812051,10,4,100,0,1
30,723317047,10,4,100,1,1
30,566466169,10,4,100,1,1
30,755559479,10,4,100,2,3
30,573021283,10,4,100,9,12
30,894834943,10,4,100,3,4
30,703694539,10,4,100,3,4
30,537245857,10,4,100,9,10
30,761842801,10,4,100,3,3
30,930425381,10,4,100,6,7
30,571902347,10,4,100,2,2
30,734825503,10,4,100,5,7
30,624780319,10,4,100,14,14
30,659511911,10,4,100,8,8
30,831054403,10,4,100,1,1
30,893075627,10,4,100,7,8
30,544230703,10,4,100,2,3
30,604924813,10,4,100,17,17
30,562480559,10,4,100,2,2
30,573754007,10,4,100,8,9
30,925072081,10,4,100,8,11
30,541528349,10,4,100,1,1
30,905602031,10,4,100,2,2
30,941994797,10,4,100,1,3
30,777227501,10,4,100,5,5
30,728582389,10,4,100,2,3
30,612351613,10,4,100,3,3
30,878945939,10,4,100,14,14
30,598716751,10,4,100,9,10
30,696837913,10,4,100,4,5
30,852735727,10,4,100,1,1
30,629011919,10,4,100,5,8
30,877277033,10,4,100,6,6
30,704699033,10,4,100,4,4
30,540698009,10,4,100,1,1
30,966493277,10,4,100,5,5
30,709376089,10,4,100,5,6
30,572624287,10,4,100,5,5
30,764842829,10,4,100,9,11
30,906100297,10,4,100,8,10
30,703798891,10,4,100,4,5
30,816616439,10,4,100,2,3
30,758802691,10,4,100,6,7
30,659038213,10,4,100,0,0
30,1055379569,10,4,100,4,6
30,732872857,10,4,100,4,4
30,748884077,10,4,100,2,3
30,632823649,10,4,100,4,4
30,734496431,10,4,100,0,0
30,852981457,10,4,100,5,6
30,539295793,10,4,100,6,6
30,640314251,10,4,100,2,5
30,624300601,10,4,100,10,11
30,556897507,10,4,100,5,5
30,680954707,10,4,100,4,5
30,568544687,10,4,100,1,1
30,613953139,10,4,100,11,11
30,551327521,10,4,100,3,5
30,849363181,10,4,100,2,2
30,610121791,10,4,100,8,11
30,877124263,10,4,100,3,4
30,669910169,10,4,100,6,6
30,648689273,10,4,100,0,0
40,7.35099E+11,14,4,196,2,3
40,8.73616E+11,14,4,196,10,15
40,7.39845E+11,14,4,196,4,4
40,5.57127E+11,14,4,196,2,3
40,5.60633E+11,14,4,196,13,18
40,5.82614E+11,14,4,196,9,13
40,6.30392E+11,14,4,196,10,21
40,6.51472E+11,14,4,196,1,1
40,9.52875E+11,14,4,196,1,1
40,8.81127E+11,14,4,196,4,4
40,9.58827E+11,14,4,196,11,17
40,5.70943E+11,14,4,196,7,11
40,8.35123E+11,14,4,196,15,27
40,7.20558E+11,14,4,196,4,6
40,7.37423E+11,14,4,196,0,1
40,5.79488E+11,14,4,196,4,6
40,7.38102E+11,14,4,196,5,5
40,9.13512E+11,14,4,196,0,2
40,7.14556E+11,14,4,196,8,20
40,6.94661E+11,14,4,196,0,0
40,8.11132E+11,14,4,196,7,10
40,6.34813E+11,14,4,196,1,4
40,5.95566E+11,14,4,196,7,12
40,8.43069E+11,14,4,196,6,7
40,1.0146E+12,14,4,196,4,6
40,7.42106E+11,14,4,196,3,3
40,8.15894E+11,14,4,196,3,6
40,1.09098E+12,14,4,196,5,7
40,5.67021E+11,14,4,196,2,3
40,8.402E+11,14,4,196,5,6
40,6.49028E+11,14,4,196,1,1
40,6.4458E+11,14,4,196,1,4
40,7.37156E+11,14,4,196,2,2
40,7.35452E+11,14,4,196,1,1
40,5.51331E+11,14,4,196,2,3
40,7.46988E+11,14,4,196,5,6
40,8.09402E+11,14,4,196,2,4
40,6.51029E+11,14,4,196,1,1
40,7.53522E+11,14,4,196,9,11
40,5.86595E+11,14,4,196,6,8
40,6.45386E+11,14,4,196,3,4
40,5.97061E+11,14,4,196,15,23
40,6.73621E+11,14,4,196,6,7
40,6.21489E+11,14,4,196,6,6
40,9.8198E+11,14,4,196,0,3
40,5.70433E+11,14,4,196,2,3
40,5.51231E+11,14,4,196,5,9
40,6.50907E+11,14,4,196,3,3
40,6.22551E+11,14,4,196,15,24
40,5.66964E+11,14,4,196,8,12
40,7.02476E+11,14,4,196,11,21
40,5.50691E+11,14,4,196,5,8
40,6.63197E+11,14,4,196,3,8
40,5.56073E+11,14,4,196,1,1
40,6.14797E+11,14,4,196,0,0
40,5.54457E+11,14,4,196,2,2
40,6.08712E+11,14,4,196,7,7
40,5.70914E+11,14,4,196,2,4
40,6.15383E+11,14,4,196,0,0
40,5.60093E+11,14,4,196,12,17
40,6.46882E+11,14,4,196,0,0
40,8.46134E+11,14,4,196,2,3
40,6.72103E+11,14,4,196,3,5
40,1.02885E+12,14,4,196,1,1
40,9.84898E+11,14,4,196,7,10
40,6.90803E+11,14,4,196,4,8
40,7.85162E+11,14,4,196,9,12
40,6.96052E+11,14,4,196,8,14
40,7.13371E+11,14,4,196,10,17
40,6.88251E+11,14,4,196,2,3
40,8.47781E+11,14,4,196,9,14
40,5.77694E+11,14,4,196,9,16
40,5.93629E+11,14,4,196,1,6
40,7.87669E+11,14,4,196,3,6
40,7.98925E+11,14,4,196,12,15
40,5.57824E+11,14,4,196,3,4
40,9.3741E+11,14,4,196,2,6
40,5.55393E+11,14,4,196,0,1
40,8.15332E+11,14,4,196,6,8
40,7.70765E+11,14,4,196,2,4
40,7.98866E+11,14,4,196,0,0
40,7.22387E+11,14,4,196,10,14
40,6.70009E+11,14,4,196,4,5
40,5.6877E+11,14,4,196,5,8
40,6.45102E+11,14,4,196,10,17
40,7.89104E+11,14,4,196,11,15
40,5.85812E+11,14,4,196,3,4
40,7.40226E+11,14,4,196,9,10
40,6.43517E+11,14,4,196,0,2
40,6.19517E+11,14,4,196,5,9
40,6.86782E+11,14,4,196,8,15
40,8.16933E+11,14,4,196,7,10
40,9.40324E+11,14,4,196,2,3
40,5.57254E+11,14,4,196,0,0
40,7.19923E+11,14,4,196,2,7
40,7.30085E+11,14,4,196,2,2
40,7.50506E+11,14,4,196,2,2
40,6.40203E+11,14,4,196,12,14
40,5.57371E+11,14,4,196,0,0
40,6.37577E+11,14,4,196,4,13
40,6.65651E+11,14,4,196,10,19
40,9.76301E+11,14,4,196,4,4
40,6.05632E+11,14,4,196,2,3
40,8.895E+11,14,4,196,5,6
40,7.94112E+11,14,4,196,9,11
40,6.20349E+11,14,4,196,10,11
40,8.16505E+11,14,4,196,13,14
40,7.42409E+11,14,4,196,3,4
40,7.16491E+11,14,4,196,0,0
40,7.20413E+11,14,4,196,7,9
40,6.58093E+11,14,4,196,6,8
40,6.11752E+11,14,4,196,8,8
40,7.56389E+11,14,4,196,5,6
40,6.50831E+11,14,4,196,3,3
40,5.87954E+11,14,4,196,8,12
40,5.72552E+11,14,4,196,3,3
40,5.65203E+11,14,4,196,1,2
40,5.54441E+11,14,4,196,2,6
40,8.91438E+11,14,4,196,2,2
40,9.52257E+11,14,4,196,0,0
40,7.37796E+11,14,4,196,5,5
40,5.79785E+11,14,4,196,1,2
40,5.51844E+11,14,4,196,1,1
40,6.50023E+11,14,4,196,3,3
40,7.22168E+11,14,4,196,6,7
40,8.40381E+11,14,4,196,21,35
40,6.42081E+11,14,4,196,2,5
40,5.56792E+11,14,4,196,1,1
40,8.69627E+11,14,4,196,3,3
40,7.6435E+11,14,4,196,3,4
40,6.58735E+11,14,4,196,6,9
40,7.73088E+11,14,4,196,0,0
40,9.11884E+11,14,4,196,0,0
40,6.07474E+11,14,4,196,7,9
40,7.03799E+11,14,4,196,11,20
40,5.92549E+11,14,4,196,1,2
40,6.77302E+11,14,4,196,10,19
40,6.81337E+11,14,4,196,5,6
40,6.32493E+11,14,4,196,6,8
40,8.53302E+11,14,4,196,4,5
40,8.52938E+11,14,4,196,0,1
40,7.12657E+11,14,4,196,1,1
40,6.66456E+11,14,4,196,0,1
40,7.11774E+11,14,4,196,0,0
40,6.10044E+11,14,4,196,1,1
40,5.91006E+11,14,4,196,10,16
40,6.17426E+11,14,4,196,6,6
40,7.29781E+11,14,4,196,12,15
40,6.61208E+11,14,4,196,2,4
40,6.21612E+11,14,4,196,4,5
40,7.44696E+11,14,4,196,16,20
40,8.12679E+11,14,4,196,4,6
40,7.6735E+11,14,4,196,2,5
40,5.98144E+11,14,4,196,0,0
40,7.32048E+11,14,4,196,0,0
40,7.23008E+11,14,4,196,2,2
40,8.7836E+11,14,4,196,3,6
40,6.74869E+11,14,4,196,1,1
40,7.81577E+11,14,4,196,5,6
40,8.07348E+11,14,4,196,5,9
40,7.29547E+11,14,4,196,9,11
40,6.28818E+11,14,4,196,4,6
40,6.048E+11,14,4,196,2,2
40,1.07278E+12,14,4,196,5,6
40,6.33066E+11,14,4,196,10,15
40,6.05371E+11,14,4,196,0,0
40,7.467E+11,14,4,196,13,16
40,6.20175E+11,14,4,196,6,7
40,6.99545E+11,14,4,196,1,6
40,5.99021E+11,14,4,196,3,3
40,9.97694E+11,14,4,196,1,1
40,7.4304E+11,14,4,196,2,3
40,5.70745E+11,14,4,196,1,1
40,6.39577E+11,14,4,196,6,14
40,8.69121E+11,14,4,196,9,16
40,6.03665E+11,14,4,196,0,0
40,6.6159E+11,14,4,196,6,7
40,7.36628E+11,14,4,196,2,2
40,5.58496E+11,14,4,196,5,7
40,6.93174E+11,14,4,196,5,7
40,6.3147E+11,14,4,196,0,0
40,7.44543E+11,14,4,196,5,8
40,8.18776E+11,14,4,196,4,7
40,8.3921E+11,14,4,196,3,5
40,8.62026E+11,14,4,196,11,14
40,9.09959E+11,14,4,196,3,4
40,8.5331E+11,14,4,196,3,3
40,6.70543E+11,14,4,196,13,28
40,5.98921E+11,14,4,196,2,3
40,7.64949E+11,14,4,196,5,9
40,7.76215E+11,14,4,196,6,6
40,9.86995E+11,14,4,196,13,21
40,6.88977E+11,14,4,196,2,4
40,6.31697E+11,14,4,196,1,2
40,8.97524E+11,14,4,196,0,0
40,8.05746E+11,14,4,196,0,0
40,5.58282E+11,14,4,196,5,7
40,6.45968E+11,14,4,196,3,3
40,6.56593E+11,14,4,196,5,8
40,5.91058E+11,14,4,196,6,10
40,8.13493E+11,14,4,196,6,9
40,7.60068E+11,14,4,196,1,1
40,6.84477E+11,14,4,196,5,5
40,7.35723E+11,14,4,196,8,10
40,6.50436E+11,14,4,196,12,13
40,6.30904E+11,14,4,196,8,10
40,6.74864E+11,14,4,196,0,0
40,7.14397E+11,14,4,196,5,10
40,6.41099E+11,14,4,196,0,0
40,6.07391E+11,14,4,196,6,8
40,9.68879E+11,14,4,196,3,3
40,6.83068E+11,14,4,196,0,0
40,6.98117E+11,14,4,196,6,8
40,5.87675E+11,14,4,196,5,6
40,6.1374E+11,14,4,196,10,16
40,1.01932E+12,14,4,196,8,14
40,7.9761E+11,14,4,196,5,8
40,7.176E+11,14,4,196,3,9
40,6.55207E+11,14,4,196,10,29
40,5.82428E+11,14,4,196,5,9
40,6.41091E+11,14,4,196,4,7
40,9.96658E+11,14,4,196,4,6
40,7.40352E+11,14,4,196,1,1
40,5.97219E+11,14,4,196,7,12
40,9.1043E+11,14,4,196,0,0
40,8.00067E+11,14,4,196,2,3
40,6.37043E+11,14,4,196,2,4
40,7.5043E+11,14,4,196,1,1
40,7.71707E+11,14,4,196,6,12
40,8.77481E+11,14,4,196,9,16
40,5.88395E+11,14,4,196,9,16
40,9.25632E+11,14,4,196,3,4
40,8.07223E+11,14,4,196,7,8
40,7.70933E+11,14,4,196,5,6
40,6.35803E+11,14,4,196,3,4
40,6.02666E+11,14,4,196,3,3
40,6.4447E+11,14,4,196,6,15
40,7.8519E+11,14,4,196,1,1
40,8.04131E+11,14,4,196,4,6
40,5.98947E+11,14,4,196,11,20
40,9.26201E+11,14,4,196,8,15
40,7.13531E+11,14,4,196,10,13
40,7.71082E+11,14,4,196,2,3
40,7.90694E+11,14,4,196,9,10
40,5.76566E+11,14,4,196,7,13
40,7.63319E+11,14,4,196,0,0
40,5.66809E+11,14,4,196,0,1
40,5.80285E+11,14,4,196,1,1
40,5.7584E+11,14,4,196,1,1
40,5.77563E+11,14,4,196,15,19
40,5.99112E+11,14,4,196,7,11
40,8.28743E+11,14,4,196,3,5
40,8.54729E+11,14,4,196,13,17
40,7.61168E+11,14,4,196,0,2
40,9.51296E+11,14,4,196,5,10
40,5.72094E+11,14,4,196,7,7
40,8.04098E+11,14,4,196,1,1
40,6.84459E+11,14,4,196,0,0
40,6.95667E+11,14,4,196,4,7
40,8.26278E+11,14,4,196,5,8
40,6.29341E+11,14,4,196,0,0
40,7.30645E+11,14,4,196,10,17
40,7.21558E+11,14,4,196,2,2
40,6.7393E+11,14,4,196,8,12
40,6.43897E+11,14,4,196,2,4
40,7.44239E+11,14,4,196,4,6
40,8.16345E+11,14,4,196,0,0
40,8.78263E+11,14,4,196,1,2
40,6.38822E+11,14,4,196,0,1
40,6.1651E+11,14,4,196,8,16
40,6.08934E+11,14,4,196,4,7
40,6.79327E+11,14,4,196,1,1
40,9.18069E+11,14,4,196,2,2
40,5.5849E+11,14,4,196,1,1
40,8.9194E+11,14,4,196,10,17
40,5.88121E+11,14,4,196,7,13
40,7.50838E+11,14,4,196,5,6
40,8.44908E+11,14,4,196,1,6
40,7.13022E+11,14,4,196,2,5
40,7.68724E+11,14,4,196,4,5
40,6.12829E+11,14,4,196,11,19
40,8.01016E+11,14,4,196,10,13
40,6.10927E+11,14,4,196,3,7
40,7.43917E+11,14,4,196,2,3
40,9.42354E+11,14,4,196,6,13
40,8.54753E+11,14,4,196,4,5
40,9.14045E+11,14,4,196,1,1
40,5.6765E+11,14,4,196,1,1
40,7.11407E+11,14,4,196,3,6
40,6.38759E+11,14,4,196,7,10
40,5.50056E+11,14,4,196,3,3
40,9.1617E+11,14,4,196,7,11
40,7.67058E+11,14,4,196,5,6
40,6.23025E+11,14,4,196,5,10
40,7.41227E+11,14,4,196,0,0
40,7.61152E+11,14,4,196,0,0
40,6.26154E+11,14,4,196,14,17
40,6.28302E+11,14,4,196,7,9
40,7.16232E+11,14,4,196,7,13
40,6.33058E+11,14,4,196,7,11
40,5.62332E+11,14,4,196,8,16
40,9.04223E+11,14,4,196,11,16
40,5.99572E+11,14,4,196,0,0
40,6.2983E+11,14,4,196,7,12
40,7.4686E+11,14,4,196,4,6
40,6.46827E+11,14,4,196,12,17
40,7.5586E+11,14,4,196,4,6
40,9.62593E+11,14,4,196,3,3
